title,creator,subjects,publisher,publicationyear,checkoutmonth,checkoutyear,checkouts,materialtype,usageclass,checkouttype
"Silver linings playbook [videorecording] / the Weinstein Company ; produced by Donna Gigliotti, Bruce Cohen, Jonathan Gordon ; screenplay by David O. Russell ; directed by David O. Russell.",,"Divorced men Drama, Widows Drama, Depression Mental Drama, Denial Psychology Drama, Man woman relationships Drama, Ballroom dancing Drama, Romantic comedy films, Feature films, Fiction films, Video recordings for the hearing impaired",Anchor Bay Entertainment,2013,5,2013,574,VIDEODISC,Physical,Horizon
"The reader [videorecording] / The Weinstein Company ; a Mirage Enterprises production ; a Neunte Babelsberg Film production ; produced by Anthony Minghella, Sydney Pollack, Donna Gigliotti, Redmond Morris ; screenplay by David Hare ; directed by Stephen Daldry.",,"World War 1939 1945 Germany Drama, Paramours Drama, Oral reading Drama, Law students Drama, War crime trials Germany Drama, Criminal behavior Drama, Thrillers Motion pictures, Historical films, Feature films, Fiction films, Video recordings for the hearing impaired",Genius Products,2009,3,2010,574,VIDEODISC,Physical,Horizon
"Juno [videorecording] / Fox Searchlight Pictures ; a Mandate Pictures/Mr. Mudd production ; produced by Lianne Halfon, John Malkovich, Mason Novick, Russell Smith ; written by Diablo Cody ; directed by Jason Reitman.",,"Teenage pregnancy Drama, Adoption Drama, Teenagers Drama, Feature films, Video recordings for the hearing impaired, Comedy films",20th Century Fox,2008,1,2009,574,VIDEODISC,Physical,Horizon
"Burn after reading [videorecording] / Focus Features ; Working Title ; in association with StudioCanal and Relativity Media ; produced, written and directed by Joel Coen and Ethan Coen.",,"United States Central Intelligence Agency Drama, Adultery Drama, Extortion Drama, Fiction films, Gangster films, Video recordings for the hearing impaired, Feature films, Comedy films",Universal Studios,2008,7,2009,573,VIDEODISC,Physical,Horizon
An American marriage / a novel by Tayari Jones.,"Jones, Tayari","African Americans Marriage Fiction, Man woman relationships Fiction, African American families Fiction, False imprisonment Fiction, Atlanta Ga Fiction, Domestic fiction",Algonquin Books of Chapel Hill,2018,3,2018,573,BOOK,Physical,Horizon
"Argo [videorecording] / Warner Bros. ; GK Films ; a Smokehouse Pictures prodution ; produced by Grant Heslov, Ben Affleck, George Clooney ; screenplay by Chris Terrio ; directed by Ben Affleck.",,"Iran Hostage Crisis 1979 1981 Drama, Americans Iran Drama, Escapes Drama, Feature films, Fiction films, Historical films, Thrillers Motion pictures, Video recordings for the hearing impaired",Warner Bros.,2013,4,2013,572,VIDEODISC,Physical,Horizon
Chief Seattle and the town that took his name : the change of worlds for the native people and settlers on Puget Sound / David M. Buerge.,"Buerge, David M.","Seattle Chief 1790 1866, Suquamish Indians Biography, Seattle Region Wash Biography, Puget Sound Region Wash Biography",Sasquatch Books,2017,12,2017,572,BOOK,Physical,Horizon
"Michael Clayton [videorecording] / Warner Bros. Pictures presents in association with Samuels Media and Castle Rock Entertainment a Mirage Enterprises/Section Eight production ; produced by Jennifer Fox, Kerry Orent, Sydney Pollack, Steve Samuels ; written and directed by Tony Gilroy.",,"Corporate lawyers New York State New York Drama, Class actions Civil procedure New York State New York Drama, Law firms New York State New York Drama, Corporate lawyers Malpractice Drama, New York N Y Drama, Feature films, Legal films, Video recordings for the hearing impaired, Thrillers Motion pictures",Warner Bros.,2008,9,2008,570,VIDEODISC,Physical,Horizon
The New Yorker,,,,,10,2018,569,MAGAZINE,Digital,Zinio
"Promise me Dad : a year of hope, hardship, and purpose / Joe Biden.","Biden, Joseph R.","Biden Joseph R, Biden Beau 1969 2015, Vice Presidents United States Biography, Fathers and sons United States Biography, Cancer Patients United States Biography, Presidents United States Election 2016, United States Politics and government 2009 2017, Autobiographies",Flatiron Books,2017,12,2017,568,BOOK,Physical,Horizon
Origin : a novel / Dan Brown.,"Brown, Dan","Langdon Robert Fictitious character Fiction, Cryptographers Fiction, Spain Fiction, Thrillers Fiction, Action and adventure fiction, Detective and mystery fiction, Code and cipher stories",Doubleday,2017,1,2018,568,BOOK,Physical,Horizon
"Doubt [videorecording] / Miramax Films ; produced by Scott Rudin, Mark Roybal ; written for the screen and directed by John Patrick Shanley.",,"Catholic Church Clergy Drama, School principals Drama, Nuns Drama, Malicious accusation Drama, Child abuse Drama, Feature films, Fiction films, Video recordings for the hearing impaired, Detective and mystery films",Buena Vista Home Entertainment,2009,6,2009,567,VIDEODISC,Physical,Horizon
Calypso / David Sedaris.,"Sedaris, David","Aging Anecdotes, Mortality Humor, American wit and humor, Essays, Humor","Little, Brown and Company",2018,7,2018,567,BOOK,Physical,Horizon
"No country for old men [videorecording] / Miramax Films ; Paramount Vantage ; produced by Scott Rudin, Ethan Coen, Joel Coen ; written for the screen and directed by Joel Coen & Ethan Coen.",,"Veterans Drama, Receiving stolen goods Drama, Criminal behavior Drama, Sheriffs Texas Drama, Texas Drama, Thrillers Motion pictures, Video recordings for the hearing impaired, Feature films",Miramax Home Entertainment,2008,8,2008,566,VIDEODISC,Physical,Horizon
All you can ever know : a memoir / Nicole Chung.,"Chung, Nicole","Chung Nicole, Adopted children United States Biography, Adoption United States Biography, Adopted children Family relationships United States Anecdotes, Interracial adoption United States Anecdotes, Asian Americans Ethnic identity Anecdotes, Race awareness in children United States Anecdotes, Autobiographies",Catapult,2018,10,2018,566,BOOK,Physical,Horizon
The woman in the window / A.J. Finn.,"Finn, A. J.","Recluses New York State New York Fiction, Families New York State New York Fiction, Thrillers Fiction",William Morrow,2018,2,2018,564,BOOK,Physical,Horizon
"Argo [videorecording] / Warner Bros. ; GK Films ; a Smokehouse Pictures prodution ; produced by Grant Heslov, Ben Affleck, George Clooney ; screenplay by Chris Terrio ; directed by Ben Affleck.",,"Iran Hostage Crisis 1979 1981 Drama, Americans Iran Drama, Escapes Drama, Feature films, Fiction films, Historical films, Thrillers Motion pictures, Video recordings for the hearing impaired",Warner Bros.,2013,5,2013,563,VIDEODISC,Physical,Horizon
"Juno [videorecording] / Fox Searchlight Pictures ; a Mandate Pictures/Mr. Mudd production ; produced by Lianne Halfon, John Malkovich, Mason Novick, Russell Smith ; written by Diablo Cody ; directed by Jason Reitman.",,"Teenage pregnancy Drama, Adoption Drama, Teenagers Drama, Feature films, Video recordings for the hearing impaired, Comedy films",20th Century Fox,2008,6,2008,563,VIDEODISC,Physical,Horizon
Educated : a memoir / Tara Westover.,"Westover, Tara","Westover Tara Family, Women Idaho Biography, Survivalism Idaho Biography, Home schooling Idaho Anecdotes, Women college students United States Biography, Victims of family violence Idaho Biography, Adult children of dysfunctional families Idaho Biography, Subculture Idaho, Idaho Rural conditions Anecdotes, Idaho Biography, Autobiographies",Random House,2018,4,2018,563,BOOK,Physical,Horizon
SPL HotSpot : connecting Seattle / [distributed by Verizon Wireless].,,"Wireless LANs, Wireless Internet, Wireless communication systems, Routers Computer networks, Battery chargers","Verizon Wireless,",2014,9,2016,562,MIXED,Physical,Horizon
"Juno [videorecording] / Fox Searchlight Pictures ; a Mandate Pictures/Mr. Mudd production ; produced by Lianne Halfon, John Malkovich, Mason Novick, Russell Smith ; written by Diablo Cody ; directed by Jason Reitman.",,"Teenage pregnancy Drama, Adoption Drama, Teenagers Drama, Feature films, Video recordings for the hearing impaired, Comedy films",20th Century Fox,2008,9,2008,561,VIDEODISC,Physical,Horizon
"Dallas buyers club [videorecording] / Focus Features ; Truth Entertainment ; a Voltage Pictures/R2 Films/Evolution Independent/CE production ; directed by Jean-Marc Vall‚e ; written by Craig Borten & Melisa Wallack ; produced by Robbie Brenner, Rachel Winter.",,"HIV positive persons Drama, Cowboys Texas Drama, HIV positive persons Care Drama, HIV Viruses Alternative treatment Drama, Nineteen eighties Drama, Feature films, Fiction films, Biographical films, Historical films, Video recordings for the hearing impaired",Universal Studios,2014,4,2014,559,VIDEODISC,Physical,Horizon
The great alone / Kristin Hannah.,"Hannah, Kristin","Moving Household Fiction, Families Fiction, Abusive men Fiction, Ex prisoners of war Fiction, Wilderness survival Fiction, Alaska Fiction, Historical fiction, Domestic fiction",St. Martin's Press,2018,4,2018,559,BOOK,Physical,Horizon
End game / David Baldacci.,"Baldacci, David","Robie Will Fiction, Government investigators Fiction, Missing persons Investigation Fiction, Colorado Fiction, Thrillers Fiction",Grand Central Publishing,2017,12,2017,558,BOOK,Physical,Horizon
Educated : a memoir / Tara Westover.,"Westover, Tara","Westover Tara Family, Women Idaho Biography, Survivalism Idaho Biography, Home schooling Idaho Anecdotes, Women college students United States Biography, Victims of family violence Idaho Biography, Adult children of dysfunctional families Idaho Biography, Subculture Idaho, Idaho Rural conditions Anecdotes, Idaho Biography, Autobiographies",Random House,2018,8,2018,558,BOOK,Physical,Horizon
A spark of light : a novel / Jodi Picoult.,"Picoult, Jodi","Hostages Fiction, Womens health services Fiction, Hostage negotiations Fiction, Thrillers Fiction",Ballantine Books,2018,10,2018,557,BOOK,Physical,Horizon
"Into the wild [videorecording] / Paramount Vantage ; River Road Entertainment ; a Square One C.I.H./Linson Film production ; produced by Sean Penn, Art Linson, Bill Pohlad ; screenplay and directed by Sean Penn.",,"McCandless Christopher Johnson 1968 1992 Drama, Adventure and adventurers Drama, College graduates Drama, Risk taking Psychology Drama, Feature films, Biographical films, Video recordings for the hearing impaired, Action and adventure films",Paramount Pictures,2008,8,2008,555,VIDEODISC,Physical,Horizon
"Argo [videorecording] / Warner Bros. ; GK Films ; a Smokehouse Pictures prodution ; produced by Grant Heslov, Ben Affleck, George Clooney ; screenplay by Chris Terrio ; directed by Ben Affleck.",,"Iran Hostage Crisis 1979 1981 Drama, Americans Iran Drama, Escapes Drama, Feature films, Fiction films, Historical films, Thrillers Motion pictures, Video recordings for the hearing impaired",Warner Bros.,2013,6,2013,554,VIDEODISC,Physical,Horizon
"The curious case of Benjamin Button [videorecording] / Paramount Pictures and Warner Bros. Pictures present a Kennedy/Marshall production, a David Fincher film ; produced by Kathleen Kennedy, Frank Marshall, Ce n Chaffin ; screen story by Eric Roth and Robin Swicord ; screenplay by Eric Roth ; directed by David Fincher.",,"Aging Drama, Man woman relationships Drama, Adoptive parents Drama, Diaries Drama, Fantasy films, Video recordings for the hearing impaired, Feature films, Fiction films",Paramount Pictures,2009,3,2010,554,VIDEODISC,Physical,Horizon
"Burn after reading [videorecording] / Focus Features ; Working Title ; in association with StudioCanal and Relativity Media ; produced, written and directed by Joel Coen and Ethan Coen.",,"United States Central Intelligence Agency Drama, Adultery Drama, Extortion Drama, Fiction films, Gangster films, Video recordings for the hearing impaired, Feature films, Comedy films",Universal Studios,2008,8,2009,554,VIDEODISC,Physical,Horizon
"Burn after reading [videorecording] / Focus Features ; Working Title ; in association with StudioCanal and Relativity Media ; produced, written and directed by Joel Coen and Ethan Coen.",,"United States Central Intelligence Agency Drama, Adultery Drama, Extortion Drama, Fiction films, Gangster films, Video recordings for the hearing impaired, Feature films, Comedy films",Universal Studios,2008,12,2009,553,VIDEODISC,Physical,Horizon
"Juno [videorecording] / Fox Searchlight Pictures ; a Mandate Pictures/Mr. Mudd production ; produced by Lianne Halfon, John Malkovich, Mason Novick, Russell Smith ; written by Diablo Cody ; directed by Jason Reitman.",,"Teenage pregnancy Drama, Adoption Drama, Teenagers Drama, Feature films, Video recordings for the hearing impaired, Comedy films",20th Century Fox,2008,11,2008,552,VIDEODISC,Physical,Horizon
The rules of magic / Alice Hoffman.,"Hoffman, Alice","Family secrets Fiction, Women Fiction, Paranormal fiction, Fantasy fiction, Domestic fiction",Simon & Schuster,2017,1,2018,552,BOOK,Physical,Horizon
The female persuasion / Meg Wolitzer.,"Wolitzer, Meg","Ambition Fiction, Interpersonal relations Fiction, Feminists Fiction",Riverhead Books,2018,4,2018,552,BOOK,Physical,Horizon
Two kinds of truth / Michael Connelly.,"Connelly, Michael","Bosch Harry Fiction, Detective and mystery fiction, Thrillers Fiction","Little, Brown and Company",2017,1,2018,551,BOOK,Physical,Horizon
The midnight line / Lee Child.,"Child, Lee","Reacher Jack Fictitious character Fiction, Murder Investigation Fiction, Thrillers Fiction, Detective and mystery fiction",Delacorte Press,2017,1,2018,549,BOOK,Physical,Horizon
Wonder / R.J. Palacio.,"Palacio, R. J.","Abnormalities Human Juvenile fiction, Self acceptance Juvenile fiction, Middle schools Juvenile fiction, Schools Juvenile fiction",Alfred A. Knopf,2012,1,2018,549,BOOK,Physical,Horizon
"Burn after reading [videorecording] / Focus Features ; Working Title ; in association with StudioCanal and Relativity Media ; produced, written and directed by Joel Coen and Ethan Coen.",,"United States Central Intelligence Agency Drama, Adultery Drama, Extortion Drama, Fiction films, Gangster films, Video recordings for the hearing impaired, Feature films, Comedy films",Universal Studios,2008,10,2009,548,VIDEODISC,Physical,Horizon
"Arrival / Paramount Pictures ; Filmnation Entertainment ; Lava Bear ; 21 Laps Entertainment ; produced by Shawn Levy, Dan Levine, Aaron Ryder, David Linde ; screenplay by Eric Heisserer ; directed by Denis Villeneuve.",,"Human alien encounters Drama, Fiction films, Science fiction films, Feature films, Video recordings for the hearing impaired, Video recordings for people with visual disabilities",Paramount Pictures,2017,5,2017,548,VIDEODISC,Physical,Horizon
Warlight / Michael Ondaatje.,"Ondaatje, Michael","Brothers and sisters Fiction, London England Fiction, Abandoned children Fiction, Historical fiction",Alfred A. Knopf,2018,7,2018,548,BOOK,Physical,Horizon
"The reader [videorecording] / The Weinstein Company ; a Mirage Enterprises production ; a Neunte Babelsberg Film production ; produced by Anthony Minghella, Sydney Pollack, Donna Gigliotti, Redmond Morris ; screenplay by David Hare ; directed by Stephen Daldry.",,"World War 1939 1945 Germany Drama, Paramours Drama, Oral reading Drama, Law students Drama, War crime trials Germany Drama, Criminal behavior Drama, Thrillers Motion pictures, Historical films, Feature films, Fiction films, Video recordings for the hearing impaired",Genius Products,2009,1,2010,547,VIDEODISC,Physical,Horizon
